gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,high school,free/reduced,completed,61,59,68
female,group C,some high school,free/reduced,none,61,74,75
female,group C,some high school,free/reduced,none,41,56,50
male,group D,high school,standard,completed,100,94,94
male,group D,master's degree,standard,none,57,52,53
female,group C,some high school,free/reduced,completed,58,82,75
male,group D,some college,standard,completed,78,72,76
male,group C,high school,free/reduced,none,63,61,56
female,group B,master's degree,free/reduced,none,38,56,48
female,group C,some college,standard,completed,65,84,84
female,group C,associate's degree,free/reduced,none,69,90,84
male,group B,associate's degree,free/reduced,completed,71,74,74
male,group E,master's degree,free/reduced,none,68,55,53
male,group B,some college,free/reduced,none,61,53,54
male,group B,associate's degree,free/reduced,none,71,77,67
male,group C,associate's degree,free/reduced,completed,92,86,86
male,group D,bachelor's degree,standard,completed,67,71,70
male,group D,bachelor's degree,standard,none,63,65,60
male,group D,high school,free/reduced,completed,70,69,64
female,group B,associate's degree,free/reduced,none,52,58,55
female,group A,associate's degree,standard,completed,57,67,73
male,group B,high school,standard,completed,77,71,71
male,group C,associate's degree,free/reduced,none,61,66,55
male,group E,associate's degree,free/reduced,none,59,56,56
female,group C,high school,standard,none,56,54,57
female,group A,associate's degree,standard,completed,80,83,92
female,group B,high school,free/reduced,none,24,45,41
female,group D,bachelor's degree,free/reduced,none,34,43,42
female,group C,associate's degree,standard,none,56,59,59
male,group D,some college,free/reduced,none,62,62,62
male,group D,some high school,standard,none,62,61,58
male,group E,some college,standard,none,65,61,58
male,group D,some college,standard,completed,39,27,31
female,group E,some high school,free/reduced,none,56,68,67
female,group D,some college,free/reduced,none,52,62,56
female,group C,associate's degree,free/reduced,none,41,57,49
male,group B,associate's degree,standard,none,62,64,58
male,group D,some high school,standard,none,76,71,72
male,group E,associate's degree,standard,completed,77,67,67
male,group D,high school,standard,none,52,46,43
male,group C,some high school,standard,completed,68,70,65
female,group E,some high school,standard,none,87,85,82
male,group B,high school,standard,none,69,68,65
male,group D,some high school,standard,completed,87,80,85
female,group E,some college,standard,completed,74,75,72
female,group B,high school,standard,none,81,86,90
male,group D,some college,standard,none,43,48,45
male,group C,bachelor's degree,free/reduced,none,71,67,53
female,group A,high school,free/reduced,none,36,50,46
male,group C,bachelor's degree,free/reduced,completed,49,52,47
male,group B,bachelor's degree,standard,none,80,72,67
male,group D,some high school,free/reduced,none,73,66,61
female,group B,master's degree,standard,none,87,99,93
male,group C,some high school,standard,none,66,65,60
male,group D,associate's degree,standard,none,79,67,63
female,group B,high school,standard,completed,95,99,99
female,group B,high school,standard,none,56,63,67
female,group B,some college,free/reduced,completed,76,79,86
male,group B,master's degree,free/reduced,none,61,60,55
female,group D,bachelor's degree,standard,completed,84,90,91
male,group B,some high school,free/reduced,completed,75,75,74
female,group B,associate's degree,standard,completed,97,98,99
female,group A,some college,free/reduced,none,46,59,59
female,group D,high school,standard,none,79,94,95
female,group B,some high school,free/reduced,none,38,47,45
female,group B,high school,free/reduced,none,42,57,52
female,group E,some high school,standard,none,68,72,67
female,group D,some college,standard,completed,69,85,81
male,group B,bachelor's degree,free/reduced,completed,42,48,41
male,group D,bachelor's degree,free/reduced,none,76,75,76
male,group B,high school,standard,none,36,44,35
female,group E,associate's degree,standard,completed,88,84,88
male,group C,bachelor's degree,standard,none,81,80,72
male,group B,associate's degree,free/reduced,none,45,41,35
female,group B,some college,free/reduced,none,43,63,57
male,group D,some high school,standard,none,77,68,65
female,group B,associate's degree,standard,none,62,70,69
male,group C,some college,standard,completed,60,69,68
male,group C,bachelor's degree,standard,completed,85,81,81
female,group B,high school,standard,none,69,74,74
female,group A,some high school,standard,none,79,87,87
male,group B,some college,standard,none,73,81,75
female,group C,bachelor's degree,standard,completed,67,74,79
female,group C,high school,standard,completed,78,93,92
female,group D,some high school,standard,none,77,82,81
female,group E,bachelor's degree,free/reduced,none,47,54,56
female,group C,some high school,free/reduced,completed,53,66,68
female,group D,some college,free/reduced,completed,77,88,86
male,group B,some college,free/reduced,none,48,45,44
male,group C,some high school,standard,none,63,67,63
female,group B,some high school,standard,completed,53,56,58
female,group B,some college,standard,none,84,89,88
female,group C,associate's degree,standard,none,74,81,84
female,group E,associate's degree,standard,none,82,82,77
male,group C,associate's degree,free/reduced,none,83,81,81
female,group C,some high school,free/reduced,none,56,63,53
female,group E,high school,standard,none,97,97,89
female,group C,associate's degree,free/reduced,completed,68,84,78
female,group C,associate's degree,free/reduced,completed,74,92,94
female,group D,some high school,free/reduced,none,31,37,38
female,group D,high school,standard,none,76,71,71
female,group C,high school,standard,completed,60,66,68
male,group C,associate's degree,standard,none,81,73,71
male,group C,associate's degree,standard,completed,78,76,77
female,group C,some college,standard,completed,58,73,76
female,group D,high school,free/reduced,none,42,49,54
female,group D,high school,free/reduced,none,45,61,57
male,group D,some college,standard,completed,75,70,77
male,group C,bachelor's degree,standard,none,75,74,66
female,group D,high school,free/reduced,completed,36,49,54
male,group C,some college,standard,none,71,74,75
female,group E,some college,standard,none,65,75,69
female,group A,bachelor's degree,free/reduced,none,53,61,63
female,group C,some high school,free/reduced,completed,68,79,81
male,group D,some college,standard,completed,99,85,93
male,group B,high school,standard,none,38,39,33
male,group C,master's degree,standard,completed,61,70,65
female,group B,high school,standard,none,61,69,66
male,group D,bachelor's degree,free/reduced,none,40,38,35
female,group C,bachelor's degree,free/reduced,completed,65,89,90
male,group A,high school,standard,none,57,63,56
female,group C,some high school,standard,completed,56,64,63
female,group C,high school,standard,none,74,83,81
female,group B,master's degree,standard,completed,70,84,82
male,group C,some high school,free/reduced,none,52,58,49
male,group B,some college,standard,none,59,58,53
female,group C,some college,free/reduced,none,47,57,56
male,group B,some college,free/reduced,none,59,68,57
male,group B,high school,standard,none,59,56,43
female,group D,master's degree,standard,completed,88,97,99
male,group D,bachelor's degree,free/reduced,none,61,62,60
male,group C,associate's degree,standard,none,60,64,58
male,group B,master's degree,free/reduced,none,66,60,49
male,group C,associate's degree,free/reduced,completed,67,76,75
male,group D,associate's degree,standard,completed,96,94,96
female,group D,associate's degree,standard,completed,69,70,74
male,group B,associate's degree,standard,completed,74,74,67
male,group E,associate's degree,standard,none,100,96,98
female,group C,high school,standard,none,52,57,57
female,group C,some college,free/reduced,none,72,85,77
female,group C,some college,standard,none,66,68,68
female,group C,some college,standard,completed,62,70,70
male,group E,some high school,standard,none,65,66,58
female,group C,associate's degree,standard,none,79,82,79
female,group A,some high school,standard,none,61,75,64
male,group D,some college,standard,completed,85,88,89
female,group B,high school,standard,none,50,49,49
female,group C,high school,free/reduced,completed,59,85,83
female,group E,some college,free/reduced,completed,44,55,61
female,group B,bachelor's degree,free/reduced,none,43,62,54
female,group C,high school,standard,none,67,73,76
female,group D,associate's degree,standard,completed,77,89,89
male,group B,some college,standard,completed,80,83,76
male,group B,high school,free/reduced,none,58,56,56
female,group C,some high school,standard,completed,84,85,91
male,group C,bachelor's degree,standard,none,64,53,48
male,group D,associate's degree,free/reduced,none,75,70,78
female,group C,high school,free/reduced,none,57,63,64
male,group C,some college,standard,none,78,78,74
female,group B,high school,standard,none,62,71,70
male,group E,master's degree,standard,none,100,96,97
female,group D,some college,standard,none,86,94,87
female,group B,associate's degree,standard,completed,64,72,74
female,group C,master's degree,standard,none,69,81,83
female,group B,some college,standard,none,78,73,73
female,group D,some high school,standard,completed,69,75,78
female,group D,some college,free/reduced,none,50,48,48
male,group E,bachelor's degree,free/reduced,none,70,62,63
male,group C,some high school,free/reduced,completed,36,45,44
female,group B,some college,standard,completed,84,80,95
male,group B,some high school,free/reduced,none,53,57,48
